ITEMÎ≤àÌò∏	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	ÏÉÅÏ†ê ÌåêÎß§Í∞Ä	ÏÉÅÏ†êÏóêÏÑú ÏÇ¥ Îïå	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	ADDON_TYPE3	ADDON_VALUE3	ADDON_TYPE4	ADDON_VALUE4	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON	MASK_ITEM_TYPE	MASK_ITEM_SUBTYPE
41576	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41584	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41577	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41585	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41578	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41586	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41579	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41587	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41580	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41584	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41581	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41585	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41582	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41586	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41583	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41587	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41584	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41576	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41585	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41577	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41586	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41578	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41587	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41579	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41588	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41576	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41589	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41577	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41590	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41578	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41591	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41579	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41592	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41592	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41593	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41593	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41594	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41594	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41595	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41595	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41596	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41592	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41597	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41593	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41598	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41594	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41599	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41595	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41600	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41600	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41601	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41601	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41602	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41602	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41603	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41603	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41604	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41600	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41605	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41601	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41606	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41602	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41607	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41603	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41608	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41608	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41609	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41609	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41610	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41610	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41611	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41611	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41612	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41608	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41613	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41609	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41614	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	259200	LIMIT_NONE	0	APPLY_MAX_HP	2000	APPLY_ATTBONUS_MONSTER	80	APPLY_ATT_BOSS	40	APPLY_ATT_GRADE_BONUS	200	APPLY_NONE	0	5	0	0	41610	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41615	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41611	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41630	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41630	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41631	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41631	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41632	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41632	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41633	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41633	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41634	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41630	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41635	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41631	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41636	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41632	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41637	∆ƒ»≤∞©	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_STACK	NONE	NONE		0	0	0	0	100	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41633	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
71242	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		0	0	0	0	0	LEVEL	0	REAL_TIME	604800	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	20280	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71243	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		0	0	0	0	0	LEVEL	0	REAL_TIME	604800	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	20281	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71244	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		0	0	0	0	0	LEVEL	0	REAL_TIME	604800	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	20282	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71245	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		0	0	0	0	0	LEVEL	0	REAL_TIME	604800	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	20283	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
